,geoUID,r_external_5yr,r_inter_5yr,r_internal_5yr,r_intra_5yr,r_migrants_5yr,r_movers_5yr,r_nonMigrants_5yr,r_nonMovers_5yr
30257.000,35250101.000,0.000,0.000,1.200,1.000,0.333,0.163,1.286,0.837
30258.000,35250102.000,0.625,0.000,0.375,1.000,0.348,0.365,1.500,0.635
30259.000,35250105.000,0.154,0.167,0.923,0.917,0.481,0.245,1.750,0.745
30260.000,35250106.000,0.000,0.000,1.000,1.000,0.062,0.376,3.222,0.624
30261.000,35250107.000,0.000,0.000,0.600,1.000,0.238,0.206,1.545,0.794
30262.000,35250108.000,0.417,0.000,0.500,1.167,0.462,0.286,2.000,0.736
30263.000,35250109.000,0.000,0.000,1.000,1.000,0.293,0.318,2.417,0.682
30264.000,35250110.000,0.000,0.000,1.000,1.000,0.214,0.275,1.833,0.716
30265.000,35250111.000,0.400,0.000,0.800,1.000,0.111,0.398,2.437,0.611
30266.000,35250112.000,0.000,0.000,1.000,1.000,0.238,0.296,2.000,0.718
30267.000,35250113.000,0.000,0.400,0.833,0.600,0.300,0.294,1.750,0.706
30268.000,35250114.000,0.000,0.000,1.000,1.000,0.235,0.254,6.500,0.731
30269.000,35250115.000,0.286,0.367,0.714,0.633,0.359,0.443,2.000,0.557
30270.000,35250116.000,0.500,0.000,0.750,0.667,0.105,0.262,3.000,0.738
30271.000,35250117.000,0.000,0.000,1.500,1.000,0.200,0.238,4.000,0.738
30272.000,35250118.000,0.000,0.000,100000.000,0.000,0.000,0.329,5.250,0.671
30273.000,35250119.000,0.000,0.000,1.000,1.000,0.154,0.157,1.833,0.843
30274.000,35250120.000,0.000,0.000,0.000,100000.000,0.062,0.416,3.200,0.584
30275.000,35250121.000,0.600,0.000,0.600,1.000,0.119,0.506,1.636,0.506
30276.000,35250122.000,0.250,0.000,0.750,1.000,0.308,0.382,9.000,0.618
30277.000,35250123.000,0.000,0.000,0.800,1.000,0.625,0.232,0.500,0.768
30278.000,35250124.000,0.429,0.000,0.429,1.333,0.179,0.453,10.667,0.547
30279.000,35250125.000,0.000,0.000,0.000,100000.000,0.000,0.180,1.111,0.820
30280.000,35250126.000,0.000,0.714,1.167,0.286,0.194,0.261,4.167,0.731
30281.000,35250127.000,0.304,0.250,0.696,0.750,0.277,0.266,3.812,0.731
30282.000,35250128.000,0.000,0.000,0.889,1.000,0.231,0.402,1.632,0.598
30283.000,35250129.000,0.286,0.000,0.857,1.000,0.778,0.141,1.000,0.859
30284.000,35250130.000,0.750,0.000,0.500,0.000,0.571,0.108,0.750,0.908
30285.000,35250133.000,0.000,0.333,1.000,0.833,0.261,0.371,2.571,0.629
30286.000,35250134.000,0.000,0.000,1.000,1.000,0.261,0.172,1.600,0.828
30287.000,35250135.000,0.163,0.000,0.837,1.000,0.259,0.574,4.375,0.422
30288.000,35250136.000,0.000,0.000,1.200,1.000,0.417,0.167,3.000,0.847
30289.000,35250137.000,0.000,0.000,1.000,1.000,0.850,0.278,1.000,0.708
30290.000,35250144.000,0.197,0.040,0.820,0.960,0.427,0.478,3.565,0.518
30291.000,35250145.000,0.800,0.000,0.400,0.000,0.208,0.308,3.167,0.692
30292.000,35250146.000,0.000,0.235,0.944,0.765,0.581,0.191,1.083,0.809
30293.000,35250147.000,0.000,0.000,1.000,1.000,0.375,0.213,5.000,0.800
30294.000,35250148.000,0.222,0.250,0.889,0.875,0.429,0.223,1.375,0.787
30295.000,35250149.000,0.250,0.000,0.625,1.200,0.333,0.231,1.417,0.769
30296.000,35250150.000,0.000,0.000,1.000,0.875,0.250,0.348,4.000,0.652
30297.000,35250151.000,0.222,0.000,0.778,1.000,0.474,0.232,5.500,0.756
30298.000,35250152.000,0.125,0.100,0.833,0.950,0.273,0.337,2.783,0.663
30299.000,35250153.000,0.000,0.000,0.857,1.000,0.280,0.216,6.000,0.784
30300.000,35250156.000,0.000,0.000,0.833,1.000,0.286,0.323,7.500,0.662
30301.000,35250158.000,0.308,0.250,0.615,0.625,0.481,0.310,2.000,0.690
30302.000,35250159.000,0.250,0.000,0.875,1.143,0.471,0.202,3.000,0.810
30303.000,35250160.000,0.000,0.000,0.833,1.200,0.300,0.256,700000.000,0.744
30304.000,35250161.000,0.250,0.000,0.750,1.111,0.387,0.235,1.667,0.758
30305.000,35250162.000,0.000,0.000,1.143,1.000,0.304,0.274,3.750,0.726
30306.000,35250163.000,0.000,0.000,1.000,1.000,0.400,0.286,2.714,0.705
30307.000,35250164.000,0.000,0.000,1.000,1.000,0.333,0.300,3.667,0.700
30308.000,35250172.000,0.000,0.000,1.000,0.000,0.143,0.163,600000.000,0.849
30309.000,35250173.000,0.000,0.000,0.909,1.100,0.220,0.218,8.000,0.777
30310.000,35250175.000,0.167,0.105,0.792,1.000,0.168,0.493,2.521,0.503
30311.000,35250176.000,0.000,0.000,0.875,1.000,0.174,0.319,3.700,0.674
30312.000,35250177.000,0.154,0.000,0.769,1.000,0.250,0.361,2.786,0.639
30313.000,35250178.000,0.750,0.000,0.500,1.000,0.211,0.176,3.750,0.815
30314.000,35250179.000,0.000,0.000,1.077,1.000,0.542,0.189,0.833,0.811
30315.000,35250180.000,0.100,0.032,0.900,0.984,0.385,0.652,1.750,0.344
30316.000,35250181.000,1.000,0.000,1.000,1.000,0.133,0.176,2.333,0.835
30317.000,35250183.000,0.000,0.000,100000.000,1.000,0.000,0.205,4.000,0.769
30318.000,35250184.000,0.000,0.000,1.000,1.000,0.211,0.264,2.500,0.750
30319.000,35250185.000,0.000,0.000,0.000,0.000,0.000,0.171,6.500,0.814
30320.000,35250186.000,0.000,0.000,0.000,100000.000,0.167,0.194,1.833,0.790
30321.000,35250188.000,0.375,0.000,0.625,0.900,0.381,0.292,1.238,0.701
30322.000,35250189.000,0.200,0.000,0.900,1.000,0.588,0.142,3.500,0.850
30323.000,35250190.000,0.000,0.000,0.000,0.000,0.000,0.237,2.714,0.763
30324.000,35250191.000,0.000,0.000,1.000,1.333,0.115,0.186,1.533,0.814
30325.000,35250192.000,0.239,0.056,0.783,0.917,0.407,0.391,2.444,0.609
30326.000,35250193.000,0.000,0.500,1.000,0.500,0.333,0.194,400000.000,0.806
30327.000,35250194.000,0.000,0.000,1.000,1.000,0.389,0.228,3.667,0.785
30328.000,35250196.000,0.500,0.400,0.500,0.600,0.263,0.413,2.417,0.598
30329.000,35250197.000,0.000,0.500,1.000,0.750,0.308,0.143,1.111,0.846
30330.000,35250199.000,0.097,0.014,0.903,0.986,0.418,0.689,1.014,0.313
30331.000,35250200.000,0.154,0.000,0.846,1.000,0.433,0.259,2.833,0.741
30332.000,35250201.000,0.000,0.000,0.000,0.000,0.000,0.234,2.200,0.766
30333.000,35250202.000,0.250,0.143,0.729,0.857,0.400,0.606,2.147,0.394
30334.000,35250203.000,0.326,0.172,0.674,0.828,0.347,0.559,2.051,0.446
30335.000,35250204.000,0.440,0.000,0.600,0.933,0.275,0.511,1.489,0.489
30336.000,35250205.000,1.000,0.000,1.000,1.000,0.250,0.186,1.400,0.814
30337.000,35250206.000,0.000,0.000,1.000,1.000,0.105,0.164,4.000,0.836
30338.000,35250207.000,0.000,0.000,1.000,1.000,0.692,0.203,200000.000,0.797
30339.000,35250208.000,0.429,0.000,0.714,1.000,0.233,0.341,4.000,0.648
30340.000,35250209.000,0.000,0.000,1.200,1.000,0.385,0.186,400000.000,0.814
30341.000,35250210.000,0.857,0.000,0.286,1.000,0.467,0.167,2.250,0.833
30342.000,35250211.000,0.000,0.000,100000.000,1.000,0.000,0.238,7.000,0.762
30343.000,35250212.000,0.000,0.000,1.000,0.800,0.217,0.264,2.375,0.724
30344.000,35250213.000,0.000,0.000,1.000,0.000,0.100,0.260,2.833,0.753
30345.000,35250216.000,0.000,0.000,1.000,0.800,0.417,0.162,1.000,0.838
30346.000,35250217.000,0.389,0.000,0.611,0.909,0.277,0.575,1.567,0.416
30347.000,35250218.000,0.300,0.500,0.800,0.500,0.256,0.406,1.933,0.583
30348.000,35250221.000,0.294,0.000,0.706,1.000,0.315,0.535,2.467,0.465
30349.000,35250222.000,0.000,0.000,1.000,1.000,0.200,0.269,3.333,0.742
30350.000,35250223.000,0.000,0.333,1.000,0.833,0.316,0.209,2.167,0.802
30351.000,35250224.000,0.200,0.000,0.867,0.923,0.455,0.485,1.062,0.529
30352.000,35250225.000,0.000,0.000,0.600,1.000,0.417,0.182,1.143,0.818
30353.000,35250226.000,0.400,0.200,0.667,0.900,0.294,0.481,2.118,0.519
30354.000,35250227.000,0.364,0.000,0.545,1.167,0.229,0.440,1.462,0.550
30355.000,35250230.000,0.000,0.000,0.846,1.000,0.520,0.248,1.000,0.762
30356.000,35250231.000,0.429,0.000,0.571,1.000,0.350,0.308,3.250,0.685
30357.000,35250232.000,0.400,0.200,0.667,0.800,0.205,0.483,2.320,0.517
30358.000,35250233.000,0.176,0.000,0.824,0.929,0.810,0.194,1.000,0.806
30359.000,35250234.000,0.000,0.000,0.667,1.000,0.130,0.315,1.615,0.685
30360.000,35250238.000,0.652,0.000,0.348,0.937,0.605,0.472,3.333,0.528
30361.000,35250239.000,0.821,0.000,0.143,1.000,0.636,0.500,1.143,0.489
30362.000,35250240.000,0.600,0.300,0.400,0.800,0.481,0.441,1.556,0.551
30363.000,35250241.000,0.600,0.000,0.400,0.000,0.333,0.273,1.000,0.727
30364.000,35250242.000,NA,NA,NA,NA,NA,NA,NA,NA
30365.000,35250243.000,0.478,0.000,0.522,0.917,0.343,0.325,1.760,0.670
30366.000,35250248.000,0.000,0.000,1.200,1.000,0.156,0.198,1.857,0.809
30367.000,35250249.000,0.273,0.000,0.727,0.875,0.440,0.278,2.143,0.722
30368.000,35250250.000,0.000,0.000,0.889,1.000,0.429,0.233,1.500,0.778
30369.000,35250251.000,0.462,0.333,0.462,1.000,0.371,0.530,1.833,0.455
30370.000,35250254.000,0.444,0.300,0.556,0.700,0.429,0.304,1.500,0.696
30371.000,35250255.000,0.105,0.000,0.947,1.000,0.404,0.505,2.231,0.495
30372.000,35250256.000,0.375,0.000,0.625,1.200,0.320,0.207,1.600,0.802
30373.000,35250257.000,0.125,0.000,0.937,1.067,0.308,0.409,3.182,0.591
30374.000,35250258.000,0.200,0.250,0.800,1.000,0.233,0.303,2.615,0.697
30375.000,35250259.000,0.000,0.000,1.000,1.000,0.308,0.263,1.636,0.737
30376.000,35250260.000,0.333,0.000,0.667,0.833,0.273,0.295,5.000,0.714
30377.000,35250261.000,0.182,0.000,0.909,0.900,0.440,0.275,1.444,0.736
30378.000,35250262.000,0.000,0.000,1.000,1.000,0.292,0.186,1.600,0.822
30379.000,35250263.000,0.143,0.000,0.857,1.000,0.359,0.220,2.778,0.780
30380.000,35250264.000,0.000,0.000,1.000,0.750,0.364,0.147,3.000,0.853
30381.000,35250265.000,0.000,0.000,1.000,0.000,0.500,0.053,100000.000,0.960
30382.000,35250266.000,0.000,0.000,1.000,1.000,0.182,0.328,4.500,0.672
30383.000,35250267.000,0.000,0.000,1.000,0.857,0.259,0.276,5.250,0.724
30384.000,35250269.000,0.000,0.000,0.000,100000.000,0.000,0.237,1.143,0.789
30385.000,35250270.000,0.000,0.000,1.000,1.000,0.187,0.250,3.000,0.766
30386.000,35250271.000,1.000,0.000,0.000,100000.000,0.182,0.153,4.000,0.847
30387.000,35250272.000,1.000,0.000,0.667,0.000,0.136,0.282,1.545,0.731
30388.000,35250273.000,0.000,0.000,1.000,0.750,0.571,0.095,1.000,0.905
30389.000,35250274.000,0.231,0.000,0.769,1.000,0.210,0.352,3.267,0.648
30390.000,35250275.000,0.400,0.000,0.667,0.900,0.484,0.330,3.200,0.670
30391.000,35250276.000,0.500,0.000,0.500,1.000,0.286,0.372,2.500,0.619
30392.000,35250277.000,0.375,0.000,0.625,1.000,0.276,0.397,1.500,0.603
30393.000,35250278.000,0.000,0.000,1.000,1.200,0.385,0.160,2.667,0.840
30394.000,35250279.000,0.154,0.167,0.923,0.833,0.448,0.215,1.889,0.785
30395.000,35250280.000,0.500,0.000,0.667,1.000,0.214,0.322,2.444,0.678
30396.000,35250281.000,0.222,0.000,0.778,1.000,0.340,0.558,1.241,0.432
30397.000,35250282.000,0.571,0.000,0.429,1.000,0.389,0.171,2.000,0.819
30398.000,35250283.000,0.000,0.000,1.000,0.750,0.190,0.178,3.000,0.814
30399.000,35250284.000,0.000,0.000,0.800,1.250,0.625,0.098,1.500,0.902
30400.000,35250285.000,0.308,0.000,0.692,0.944,0.377,0.451,1.870,0.542
30401.000,35250286.000,0.000,0.000,1.000,1.000,0.500,0.087,1.000,0.913
30402.000,35250287.000,0.000,0.000,0.857,1.000,0.412,0.134,2.000,0.874
30403.000,35250288.000,0.000,0.667,0.600,1.000,0.179,0.322,1.917,0.690
30404.000,35250289.000,0.000,0.000,1.000,1.083,0.500,0.229,1.500,0.771
30405.000,35250290.000,0.133,0.000,0.933,1.000,0.577,0.222,0.846,0.778
30406.000,35250291.000,0.294,0.167,0.706,0.917,0.315,0.277,2.533,0.723
30407.000,35250293.000,0.000,0.250,1.000,0.750,0.229,0.191,2.000,0.814
30408.000,35250294.000,0.000,0.000,1.333,1.000,0.300,0.123,3.500,0.864
30409.000,35250295.000,0.000,0.000,1.333,0.750,0.176,0.221,0.765,0.779
30410.000,35250296.000,0.000,0.000,1.167,1.000,0.400,0.169,0.889,0.831
30411.000,35250297.000,0.375,0.000,0.625,1.000,0.320,0.203,0.944,0.789
30412.000,35250298.000,0.000,0.000,0.000,0.000,0.000,0.115,550000.000,0.875
30413.000,35250299.000,0.000,0.000,1.000,0.800,0.625,0.069,1.500,0.931
30414.000,35250300.000,0.250,0.000,0.750,0.833,0.364,0.134,1.556,0.866
30415.000,35250302.000,0.000,0.000,1.000,1.000,0.500,0.222,3.000,0.790
30416.000,35250303.000,0.000,1.000,1.000,0.667,0.150,0.225,850000.000,0.775
30417.000,35250304.000,0.000,0.000,1.000,1.067,0.294,0.386,5.000,0.621
30418.000,35250305.000,0.000,0.286,1.000,0.571,0.280,0.240,2.375,0.760
30419.000,35250306.000,0.000,0.000,1.000,0.714,0.304,0.319,3.200,0.694
30420.000,35250307.000,0.000,0.000,0.929,1.000,0.667,0.226,1.400,0.774
30421.000,35250308.000,0.237,0.107,0.737,0.893,0.535,0.420,1.269,0.586
30422.000,35250309.000,1.000,0.000,1.000,1.000,0.154,0.188,3.667,0.797
30423.000,35250310.000,0.000,0.000,0.667,1.000,0.273,0.141,2.667,0.872
30424.000,35250311.000,0.400,0.000,0.800,1.000,0.111,0.352,2.222,0.648
30425.000,35250312.000,0.000,0.000,1.200,1.000,0.333,0.200,0.750,0.813
30426.000,35250313.000,0.318,0.000,0.682,1.067,0.431,0.378,1.933,0.630
30427.000,35250315.000,0.000,0.000,0.950,1.000,0.370,0.386,2.187,0.614
30428.000,35250316.000,0.000,0.095,0.955,0.857,0.468,0.416,0.839,0.575
30429.000,35250317.000,0.000,0.000,1.000,1.000,0.533,0.297,4.333,0.713
30430.000,35250318.000,0.000,0.000,1.500,0.667,0.500,0.235,1.000,0.824
30431.000,35250319.000,0.292,0.000,0.708,0.941,0.429,0.700,1.103,0.312
30432.000,35250320.000,0.250,0.000,0.750,1.000,0.400,0.222,2.167,0.789
30433.000,35250321.000,0.000,0.000,1.000,0.800,0.500,0.164,0.556,0.820
30434.000,35250322.000,0.000,0.000,1.000,1.000,0.143,0.182,6.000,0.818
30435.000,35250323.000,0.000,0.000,1.167,0.857,0.286,0.228,1.667,0.761
30436.000,35250324.000,0.182,0.000,1.000,0.909,0.196,0.344,2.000,0.650
30437.000,35250326.000,0.000,0.000,1.333,1.000,0.111,0.360,4.000,0.640
30438.000,35250327.000,0.278,0.154,0.722,0.846,0.286,0.437,2.250,0.562
30439.000,35250328.000,0.600,1.000,0.400,0.000,0.208,0.304,2.000,0.709
30440.000,35250329.000,0.000,0.000,1.000,1.000,0.156,0.320,5.600,0.670
30441.000,35250330.000,1.000,0.000,0.000,0.000,0.111,0.250,3.000,0.764
30442.000,35250331.000,0.000,0.000,100000.000,0.000,0.000,0.344,3.750,0.656
30443.000,35250332.000,0.000,0.000,1.200,1.000,0.179,0.275,4.600,0.725
30444.000,35250333.000,0.000,0.000,1.200,0.833,0.156,0.286,3.714,0.714
30445.000,35250334.000,0.000,0.000,1.000,1.000,0.472,0.350,2.111,0.650
30446.000,35250335.000,0.000,0.667,1.000,0.667,0.273,0.143,4.000,0.857
30447.000,35250336.000,0.000,0.000,1.500,1.000,0.182,0.137,3.000,0.862
30448.000,35250337.000,0.143,0.261,0.821,0.696,0.406,0.457,2.000,0.543
30449.000,35250338.000,0.417,0.133,0.625,0.867,0.273,0.633,1.730,0.367
30450.000,35250339.000,0.000,0.000,1.100,0.909,0.278,0.350,1.786,0.650
30451.000,35250340.000,0.000,0.000,0.000,0.000,0.000,0.259,2.800,0.759
30452.000,35250341.000,0.000,0.000,1.083,1.000,0.240,0.450,1.609,0.559
30453.000,35250342.000,0.000,0.000,0.875,1.143,0.211,0.376,3.875,0.614
30454.000,35250343.000,0.000,0.000,0.750,1.000,0.235,0.179,2.800,0.811
30455.000,35250344.000,0.000,0.286,1.000,0.571,0.350,0.192,4.333,0.798
30456.000,35250345.000,0.000,0.000,1.000,1.000,0.316,0.247,1.625,0.753
30457.000,35250346.000,0.000,0.000,1.000,1.000,0.385,0.306,1.364,0.694
30458.000,35250347.000,0.000,0.000,0.889,1.125,0.391,0.291,1.077,0.709
30459.000,35250348.000,0.000,1.000,1.000,1.000,0.118,0.152,1.875,0.848
30460.000,35250349.000,0.333,0.500,0.667,0.750,0.273,0.275,1.455,0.725
30461.000,35250350.000,0.231,0.000,0.846,1.091,0.241,0.425,1.429,0.575
30462.000,35250351.000,0.500,0.000,0.750,0.667,0.167,0.364,2.222,0.652
30463.000,35250352.000,0.267,0.182,0.733,1.000,0.349,0.381,5.600,0.628
30464.000,35250353.000,0.538,0.000,0.462,1.000,0.220,0.522,1.808,0.469
30465.000,35250354.000,0.000,0.000,0.667,1.500,0.200,0.146,1.571,0.845
30466.000,35250355.000,0.000,0.000,0.750,1.000,0.143,0.267,6.000,0.733
30467.000,35250356.000,0.000,0.000,1.000,1.000,0.317,0.376,2.900,0.615
30468.000,35250357.000,0.000,0.000,1.000,1.000,0.270,0.363,1.389,0.647
30469.000,35250358.000,0.875,0.000,0.000,100000.000,0.296,0.248,2.857,0.734
30470.000,35250359.000,1.000,0.000,1.000,0.000,0.051,0.443,2.533,0.557
30471.000,35250360.000,0.000,0.000,0.889,1.000,0.333,0.310,1.385,0.690
30472.000,35250361.000,0.000,0.000,1.000,1.000,0.091,0.244,2.625,0.756
30473.000,35250362.000,0.333,0.429,0.778,0.714,0.333,0.278,2.000,0.711
30474.000,35250363.000,0.167,0.000,0.917,0.909,0.316,0.487,1.471,0.513
30475.000,35250364.000,0.667,0.000,0.667,1.000,0.167,0.375,2.000,0.646
30476.000,35250365.000,0.118,0.000,0.941,0.812,0.224,0.413,2.143,0.582
30477.000,35250366.000,0.600,0.200,0.429,0.733,0.417,0.622,1.231,0.378
30478.000,35250367.000,0.529,0.250,0.471,0.750,0.436,0.382,0.786,0.618
30479.000,35250368.000,0.167,0.300,0.833,0.800,0.316,0.376,5.200,0.614
30480.000,35250369.000,0.600,0.000,0.400,1.000,0.238,0.226,1.778,0.774
30481.000,35250370.000,0.000,0.000,1.000,1.000,0.500,0.312,1.333,0.675
30482.000,35250371.000,0.250,0.000,0.875,1.000,0.250,0.340,1.600,0.660
30483.000,35250372.000,0.000,0.000,1.000,0.750,0.182,0.259,3.000,0.741
30484.000,35250373.000,0.000,0.000,1.000,1.250,0.160,0.385,7.333,0.600
30485.000,35250374.000,0.200,0.000,0.800,1.000,0.357,0.318,1.583,0.670
30486.000,35250375.000,0.400,0.000,0.600,0.667,0.167,0.303,3.125,0.687
30487.000,35250376.000,0.000,0.000,0.900,1.000,0.400,0.294,1.500,0.706
30488.000,35250377.000,0.474,0.000,0.579,0.909,0.487,0.315,0.952,0.685
30489.000,35250378.000,0.000,0.000,1.000,0.750,0.160,0.269,10.500,0.731
30490.000,35250379.000,0.778,0.667,0.333,0.667,0.692,0.197,1.667,0.803
30491.000,35250380.000,0.000,0.000,1.100,0.818,0.625,0.167,1.000,0.833
30492.000,35250381.000,0.000,0.222,1.000,1.000,0.375,0.293,1.750,0.707
30493.000,35250382.000,0.364,0.000,0.636,1.000,0.440,0.260,2.000,0.750
30494.000,35250383.000,0.667,0.000,0.370,1.000,0.403,0.593,2.000,0.407
30495.000,35250384.000,0.800,0.000,0.200,1.000,0.513,0.386,1.000,0.614
30496.000,35250385.000,0.000,0.000,0.875,1.000,0.333,0.320,1.545,0.680
30497.000,35250387.000,0.000,0.118,1.000,0.941,0.654,0.321,0.667,0.679
30498.000,35250388.000,0.333,0.400,0.833,0.600,0.187,0.337,3.250,0.653
30499.000,35250389.000,0.000,0.286,0.933,0.786,0.395,0.487,1.467,0.500
30500.000,35250390.000,0.136,0.105,0.864,0.895,0.489,0.523,0.786,0.488
30501.000,35250391.000,0.091,0.000,0.909,0.950,0.344,0.627,1.955,0.373
30502.000,35250392.000,0.095,0.158,0.905,0.842,0.500,0.447,1.167,0.564
30503.000,35250393.000,0.227,0.000,0.773,0.941,0.400,0.604,1.500,0.407
30504.000,35250394.000,0.414,0.000,0.586,1.000,0.504,0.747,1.018,0.253
30505.000,35250395.000,0.318,0.133,0.682,0.900,0.557,0.603,0.875,0.405
30506.000,35250396.000,0.633,0.000,0.367,0.909,0.469,0.561,1.667,0.430
30507.000,35250397.000,0.146,0.000,0.878,0.944,0.651,0.643,0.759,0.367
30508.000,35250398.000,0.000,0.000,0.800,0.750,0.238,0.429,3.400,0.571
30509.000,35250399.000,0.545,0.143,0.424,0.929,0.478,0.454,1.542,0.546
30510.000,35250400.000,0.378,0.304,0.622,0.739,0.446,0.654,1.250,0.346
30511.000,35250401.000,0.226,0.062,0.774,0.937,0.646,0.756,0.660,0.244
30512.000,35250402.000,0.000,0.263,0.950,0.737,0.455,0.571,1.316,0.429
30513.000,35250403.000,0.222,0.071,0.778,0.929,0.537,0.515,1.069,0.485
30514.000,35250404.000,0.000,0.000,1.067,0.937,0.441,0.466,2.250,0.521
30515.000,35250405.000,0.154,0.417,0.923,0.583,0.464,0.389,1.875,0.625
30516.000,35250406.000,0.219,0.080,0.781,1.000,0.485,0.589,1.296,0.420
30517.000,35250407.000,0.450,0.182,0.550,0.909,0.417,0.495,1.077,0.515
30518.000,35250408.000,0.385,0.000,0.615,1.000,0.289,0.523,1.476,0.488
30519.000,35250409.000,0.000,0.000,1.000,0.778,0.346,0.351,2.286,0.649
30520.000,35250410.000,0.000,0.222,1.000,0.778,0.333,0.351,1.059,0.649
30521.000,35250411.000,0.375,0.000,0.625,0.800,0.276,0.296,1.571,0.704
30522.000,35250412.000,0.364,0.250,0.727,0.750,0.344,0.302,2.625,0.689
30523.000,35250413.000,0.000,0.111,1.000,0.833,0.462,0.351,2.000,0.631
30524.000,35250416.000,0.200,0.000,0.800,1.000,0.429,0.385,1.187,0.626
30525.000,35250417.000,0.176,0.000,0.824,1.000,0.378,0.652,1.687,0.362
30526.000,35250418.000,0.367,0.105,0.633,0.947,0.423,0.740,1.400,0.260
30527.000,35250419.000,0.400,0.111,0.600,1.000,0.462,0.619,1.565,0.381
30528.000,35250420.000,0.450,0.182,0.550,0.818,0.561,0.637,0.839,0.363
30529.000,35250421.000,0.200,0.172,0.829,0.793,0.412,0.691,2.381,0.309
30530.000,35250422.000,0.625,0.000,0.375,0.917,0.381,0.553,2.038,0.447
30531.000,35250423.000,0.529,0.562,0.471,0.437,0.453,0.620,1.519,0.380
30532.000,35250424.000,0.200,0.130,0.767,0.957,0.455,0.606,1.333,0.394
30533.000,35250425.000,0.328,0.100,0.656,0.925,0.550,0.624,0.836,0.376
30534.000,35250426.000,0.294,0.000,0.765,0.923,0.386,0.506,1.421,0.483
30535.000,35250427.000,0.571,0.000,0.429,1.000,0.525,0.645,1.462,0.339
30536.000,35250428.000,0.727,0.000,0.273,1.000,0.667,0.702,1.100,0.309
30537.000,35250429.000,0.545,0.000,0.455,0.900,0.564,0.565,0.567,0.435
30538.000,35250430.000,0.087,0.286,0.913,0.667,0.489,0.627,1.043,0.373
30539.000,35250431.000,0.429,0.250,0.571,1.000,0.286,0.544,2.267,0.456
30540.000,35250434.000,0.630,0.200,0.370,0.800,0.548,0.752,1.000,0.248
30541.000,35250435.000,0.375,0.400,0.625,0.800,0.229,0.393,1.647,0.607
30542.000,35250436.000,0.375,0.000,0.625,0.933,0.414,0.598,1.222,0.412
30543.000,35250437.000,0.000,0.231,0.963,0.808,0.562,0.545,0.955,0.466
30544.000,35250438.000,0.200,0.000,0.800,0.917,0.357,0.627,1.333,0.373
30545.000,35250439.000,0.559,0.187,0.471,0.750,0.531,0.538,1.318,0.471
30546.000,35250440.000,0.281,0.130,0.719,0.870,0.516,0.539,1.107,0.452
30547.000,35250441.000,0.259,0.095,0.778,0.857,0.466,0.580,1.000,0.410
30548.000,35250442.000,0.200,0.250,0.800,1.000,0.270,0.327,5.400,0.681
30549.000,35250443.000,0.000,0.000,0.800,1.000,0.200,0.269,2.333,0.720
30550.000,35250444.000,0.455,0.000,0.545,0.833,0.306,0.371,1.238,0.619
30551.000,35250445.000,0.167,0.000,0.833,1.100,0.429,0.368,1.250,0.632
30552.000,35250446.000,0.158,0.187,0.842,0.812,0.358,0.510,1.000,0.490
30553.000,35250447.000,0.000,0.444,1.000,0.611,0.600,0.526,1.000,0.474
30554.000,35250448.000,0.233,0.094,0.744,0.937,0.506,0.649,1.242,0.359
30555.000,35250449.000,0.200,0.250,0.800,0.700,0.556,0.584,0.913,0.403
30556.000,35250450.000,0.400,0.167,0.600,1.000,0.488,0.532,1.294,0.455
30557.000,35250451.000,0.000,0.000,1.000,1.000,0.455,0.262,2.000,0.738
30558.000,35250452.000,0.118,0.133,0.882,0.933,0.680,0.446,0.818,0.554
30559.000,35250453.000,0.389,0.000,0.611,1.000,0.450,0.548,1.100,0.438
30560.000,35250454.000,0.235,0.000,0.824,1.000,0.298,0.467,1.462,0.541
30561.000,35250455.000,0.552,0.250,0.414,0.833,0.509,0.576,0.763,0.424
30562.000,35250456.000,0.080,0.261,0.920,0.739,0.342,0.629,1.333,0.371
30563.000,35250457.000,NA,NA,NA,NA,NA,NA,NA,NA
30564.000,35250458.000,0.652,0.000,0.348,1.000,0.479,0.571,1.471,0.429
30565.000,35250459.000,0.259,0.150,0.741,0.850,0.346,0.609,1.378,0.391
30566.000,35250460.000,0.000,0.000,1.000,1.000,0.286,0.304,0.937,0.710
30567.000,35250461.000,0.000,0.000,1.000,0.500,0.154,0.295,3.143,0.716
